baseline,delta
iforest,0.00126152
iforest,2.549e-05
iforest,0.00135388
iforest,-2.388e-05
iforest,0.00038613
iforest,-0.00250177
iforest,-0.00059502
iforest,2.617e-05
iforest,0.00181943
iforest,-0.000621
iforest,0.00202309
iforest,-1.395e-05
iforest,0.0014046
iforest,-0.00036012
iforest,0.00191445
iforest,0.00079333
iforest,0.00111872
iforest,0.00013288
iforest,0.00174734
iforest,0.00156573
iforest,0.00221107
iforest,-1.745e-05
iforest,0.00257377
iforest,0.0027332
iforest,-0.00117897
iforest,0.00093133
iforest,0.00384185
iforest,-0.00196931
iforest,0.00082734
iforest,-0.00054606
iforest,0.00185487
iforest,0.00088236
iforest,-0.00108673
iforest,-0.00095652
iforest,0.0018713
iforest,-0.00034715
iforest,0.00125254
iforest,0.00180086
iforest,-0.00010537
iforest,-0.00338861
iforest,0.00230642
iforest,0.00112415
iforest,0.0024333
iforest,-0.0004437
iforest,0.00153384
iforest,-0.00035449
iforest,0.00278339
iforest,0.00119127
iforest,0.00094646
iforest,-0.00036045
iforest,-3.948e-05
iforest,-0.00060437
iforest,0.00154713
iforest,3.016e-05
iforest,-0.00102745
iforest,-0.00302332
iforest,-0.00085882
iforest,-0.00075836
iforest,0.00120184
iforest,0.00030394
iforest,-0.00375262
iforest,0.00266556
iforest,0.00165164
iforest,-0.00154072
iforest,0.00201915
iforest,-0.00175258
iforest,-0.00042066
iforest,0.00139698
iforest,0.00098603
iforest,-0.00017006
iforest,-0.00166096
iforest,-0.00086047
iforest,0.00147241
iforest,-0.00173535
iforest,-0.000391
iforest,-0.00020949
iforest,0.0028091
iforest,-0.00113394
iforest,0.00089086
iforest,0.00051276
iforest,0.00229404
iforest,0.0007133
iforest,0.00059429
iforest,0.00259246
iforest,0.00199031
iforest,0.00121398
iforest,0.00187905
iforest,0.00150804
iforest,0.00024205
iforest,-0.00293141
iforest,0.00388807
iforest,0.00208258
iforest,-0.00443234
iforest,-0.00020761
iforest,-0.00019527
iforest,-0.00016529
iforest,0.00281769
iforest,0.00015908
iforest,-0.0006045
iforest,0.000608
iforest,0.00182235
iforest,0.00127641
iforest,-0.00325596
iforest,-0.00065629
iforest,0.00016921
iforest,0.0005154
iforest,0.00063636
iforest,0.0018458
iforest,-0.0006514
iforest,-0.00307196
iforest,0.0019697
iforest,0.00018269
iforest,-0.00019868
iforest,-0.0001794
iforest,0.00187194
iforest,-0.00068134
iforest,0.00086601
iforest,-0.00090925
iforest,-0.00066403
iforest,-0.00154598
iforest,0.00143731
iforest,0.00207761
iforest,0.0018328
iforest,-0.0027149
iforest,0.00164735
iforest,0.00053536
iforest,-0.00117556
iforest,-0.00015777
iforest,0.00076553
iforest,0.00130286
iforest,-0.00160003
iforest,-0.0016535
iforest,0.00127377
iforest,0.00093136
iforest,0.00041835
iforest,-0.0011403
iforest,0.00063588
iforest,-0.00063231
iforest,0.0006061
iforest,-0.00134633
iforest,-0.00095547
iforest,-0.00204534
iforest,0.00126908
iforest,0.00071726
iforest,-0.00108779
iforest,0.00280536
iforest,-0.00268302
iforest,-0.00069717
iforest,-0.00122433
iforest,-1.166e-05
iforest,0.0023455
iforest,0.00290735
iforest,-0.00111442
iforest,-0.00285706
iforest,-0.00074497
iforest,-0.00167895
iforest,0.00025712
iforest,0.0007726
iforest,-0.0019576
iforest,0.00042821
iforest,-0.00081922
iforest,0.00165581
iforest,0.00260275
iforest,-0.00029341
iforest,0.00085775
iforest,-0.00346796
iforest,-0.00061999
iforest,0.00086861
iforest,0.00125023
iforest,0.00228424
iforest,9.513e-05
iforest,-0.00236381
iforest,0.00068215
iforest,0.00126838
iforest,0.00215879
iforest,-0.00137502
iforest,-0.00164658
iforest,0.00073965
iforest,-0.00021869
iforest,0.00217867
iforest,0.0032118
iforest,0.00043524
iforest,0.00235726
iforest,-0.00122424
iforest,-0.0012277
iforest,-0.00183714
iforest,0.00109452
iforest,0.00155762
iforest,0.00057458
iforest,-0.00344004
iforest,0.00312797
iforest,-0.00275357
iforest,0.00153794
iforest,0.00126921
iforest,0.00144375
iforest,-0.00175386
iforest,-0.0012982
iforest,-0.00257836
iforest,-0.00243197
iforest,-0.00149773
iforest,0.00173855
iforest,0.00206136
iforest,0.00244544
iforest,0.00035456
iforest,-0.00058644
iforest,0.00084824
iforest,0.00026112
iforest,-6.039e-05
iforest,-0.0028912
iforest,0.00051996
iforest,-0.0012564
iforest,0.00099337
iforest,0.00189016
iforest,0.00149882
iforest,-0.00141858
iforest,-0.0022129
iforest,0.00303799
iforest,0.00055198
iforest,0.00173577
iforest,0.00159167
iforest,-0.00123333
iforest,0.00167085
iforest,0.00183229
iforest,-0.00030737
iforest,0.00217076
iforest,0.00014444
iforest,0.00065787
iforest,0.00027061
iforest,0.00106145
iforest,-0.00070765
iforest,-0.00214806
iforest,-0.00025855
iforest,-0.00268651
iforest,0.00034581
iforest,0.0018523
iforest,-0.00276045
iforest,0.00061186
iforest,-0.00107757
iforest,0.00135578
iforest,-0.00310936
iforest,0.00143655
iforest,0.0016476
iforest,-0.00099297
iforest,0.00313304
iforest,-0.00053898
iforest,0.00044049
iforest,0.00176209
iforest,0.00035925
iforest,0.00111659
iforest,0.00133904
iforest,0.00156052
iforest,0.00164997
iforest,0.00021451
iforest,0.00076328
iforest,-0.00260542
iforest,-3.55e-06
iforest,-4.1e-07
iforest,0.00133727
iforest,-0.00185135
iforest,-0.00310811
iforest,-0.00081728
iforest,0.00118318
iforest,-0.00098248
iforest,-0.00078671
iforest,0.00072245
iforest,0.00279604
iforest,0.00418217
iforest,0.0010984
iforest,0.00018815
iforest,0.00019734
iforest,0.00183032
iforest,-0.00089377
iforest,0.00050744
iforest,-0.00224326
iforest,0.00062059
iforest,0.00023509
iforest,0.00339972
iforest,0.0021101
iforest,-0.00039701
iforest,-0.0003471
iforest,-0.00129851
iforest,0.00079532
iforest,-0.0006972
iforest,-0.00377726
iforest,0.00054143
iforest,-0.00076546
iforest,0.00193567
iforest,0.0002105
iforest,-0.0016691
knn,0.01161986
knn,0.01160365
knn,0.00575528
knn,0.00963152
knn,0.00948176
knn,0.01360799
knn,0.0065916
knn,0.01181922
knn,0.00912608
knn,0.01193532
knn,0.01533077
knn,0.01104439
knn,0.01177867
knn,0.00953861
knn,0.00780002
knn,0.01394927
knn,0.01466312
knn,0.00848952
knn,0.01003793
knn,0.01230093
knn,0.01013831
knn,0.01630772
knn,0.01578579
knn,0.01190313
knn,0.01215436
knn,0.01137856
knn,0.00752046
knn,0.00970067
knn,0.00502061
knn,0.01197127
knn,0.00823426
knn,0.01200477
knn,0.01380196
knn,0.01187508
knn,0.01205374
knn,0.00820494
knn,0.0117702
knn,0.0135226
knn,0.00137421
knn,0.00923821
knn,0.00541766
knn,0.00846645
knn,0.01310054
knn,0.00670557
knn,0.01253612
knn,0.01065855
knn,0.0168102
knn,0.01198116
knn,0.0096263
knn,0.01120684
knn,0.01478564
knn,0.01625013
knn,0.01037625
knn,0.01129859
knn,0.00979275
knn,0.01449607
knn,0.00945067
knn,0.01173697
knn,0.0128096
knn,0.01516419
knn,0.01539316
knn,0.00846308
knn,0.00913218
knn,0.01476535
knn,0.01708816
knn,0.00523498
knn,0.00821363
knn,0.01270169
knn,0.01192267
knn,0.00683488
knn,0.01545321
knn,0.00949097
knn,0.01222188
knn,0.01296757
knn,0.01671935
knn,0.00918174
knn,0.0112027
knn,0.01139299
knn,0.01165322
knn,0.01000745
knn,0.00738592
knn,0.0132257
knn,0.01100158
knn,0.01438635
knn,0.0141748
knn,0.01489495
knn,0.01416374
knn,0.01854642
knn,0.01650963
knn,0.01246461
knn,0.00780116
knn,0.00817681
knn,0.00681409
knn,0.00874253
knn,0.01106359
knn,0.01162448
knn,0.01349178
knn,0.00977846
knn,0.01178423
knn,0.00645448
knn,0.0096258
knn,0.00801106
knn,0.01275042
knn,0.01174365
knn,0.01120903
knn,0.01055341
knn,0.00356153
knn,0.01113039
knn,0.00749258
knn,0.00684852
knn,0.01246176
knn,0.00784881
knn,0.01344492
knn,0.01085519
knn,0.01094721
knn,0.01230491
knn,0.01579048
knn,0.0186056
knn,0.01627819
knn,0.01690385
knn,0.01350508
knn,0.00817684
knn,0.01001024
knn,0.00546096
knn,0.0132636
knn,0.01279349
knn,0.0082882
knn,0.00736863
knn,0.00716029
knn,0.0157854
knn,0.01072107
knn,0.01448415
knn,0.01477657
knn,0.00440994
knn,0.00469482
knn,0.01107928
knn,0.01282097
knn,0.0111706
knn,0.01586301
knn,0.01273608
knn,0.01511284
knn,0.00472153
knn,0.01052595
knn,0.00800511
knn,0.00715762
knn,0.00934718
knn,0.00693387
knn,0.01085419
knn,0.00899833
knn,0.01216088
knn,0.01037761
knn,0.00406148
knn,0.0117182
knn,0.01102317
knn,0.00971388
knn,0.01697136
knn,0.01482236
knn,0.01012935
knn,0.00642574
knn,0.0144538
knn,0.01233207
knn,0.00209785
knn,0.01317244
knn,0.00708746
knn,0.01266563
knn,0.01307357
knn,0.01393023
knn,0.01688902
knn,0.01645179
knn,0.01142431
knn,0.0103811
knn,0.00387235
knn,0.00511933
knn,0.00619341
knn,0.00919317
knn,0.01580243
knn,0.00936689
knn,0.00859421
knn,0.00599792
knn,0.01066768
knn,0.00972822
knn,0.00912651
knn,0.01161897
knn,0.00860926
knn,0.01100442
knn,0.00761583
knn,0.01508372
knn,0.01670157
knn,0.00794334
knn,0.01482088
knn,0.01242398
knn,0.01126694
knn,0.0176276
knn,0.00454154
knn,0.00916736
knn,0.0105461
knn,0.0096157
knn,0.00854165
knn,0.01397092
knn,0.01775452
knn,0.00908821
knn,0.00812606
knn,0.01118172
knn,0.01099028
knn,0.00767591
knn,0.0105632
knn,0.01387164
knn,0.01249729
knn,0.00592398
knn,0.0076302
knn,0.01144759
knn,0.01268719
knn,0.01172954
knn,0.01084782
knn,0.00648056
knn,0.01051559
knn,0.0085142
knn,0.0152599
knn,0.00691017
knn,0.00657202
knn,0.01205915
knn,0.0124064
knn,0.00429352
knn,0.0070185
knn,0.01643578
knn,0.01117111
knn,0.00727995
knn,0.01210941
knn,0.01045748
knn,0.01366903
knn,0.01653766
knn,0.00724414
knn,0.00845395
knn,0.01144138
knn,0.0159763
knn,0.01460328
knn,0.01071722
knn,0.00646766
knn,0.01009123
knn,0.01521371
knn,0.01292838
knn,0.01339994
knn,0.0080215
knn,0.00637673
knn,0.01741035
knn,0.01082351
knn,0.01546696
knn,0.01108247
knn,0.01455028
knn,0.00894505
knn,0.00978495
knn,0.01588402
knn,0.01340296
knn,0.0141229
knn,0.01025266
knn,0.00854799
knn,0.01017034
knn,0.01044731
knn,0.01240107
knn,0.012011
knn,0.01323061
knn,0.01211839
knn,0.00678134
knn,0.01117848
knn,0.01085285
knn,0.00894071
knn,0.01539273
knn,0.00990799
knn,0.01235352
knn,0.01107035
knn,0.01168801
knn,0.01322839
knn,0.01579629
knn,0.00854796
knn,0.0165319
knn,0.01195834
knn,0.01347081
knn,0.01060526
knn,0.0121424
knn,0.01292608
knn,0.01556492
knn,0.00647779
knn,0.00685499
knn,0.01405167
knn,0.0148966
knn,0.00358009
knn,0.01201102
knn,0.00713708
knn,0.01203284
knn,0.00951345
knn,0.01267485
knn,0.01008494
knn,0.01012681
knn,0.0138394
knn,0.0097563
knn,0.01170351
knn,0.01149514
knn,0.01362255
knn,0.01130235
knn,0.01109856
knn,0.01454331
knn,0.01393011
knn,0.01560567
knn,0.01236817
knn,0.00922281
knn,0.01151943
knn,0.0069186
knn,0.0033935
knn,0.01470972
knn,0.01348884
knn,0.01064841
knn,0.0125968
knn,0.01083533
knn,0.01316897
knn,0.00669609
knn,0.0107479
knn,0.01343572
knn,0.0084254
knn,0.01056054
knn,0.01538321
knn,0.0091348
knn,0.01201102
knn,0.00821403
knn,0.01045867
knn,0.01576521
knn,0.01174182
knn,0.01179766
knn,0.01944023
knn,0.01144907
knn,0.01111222
knn,0.01143815
knn,0.01204476
knn,0.00703723
knn,0.01417196
knn,0.01226001
knn,0.01034599
knn,0.01444113
knn,0.01325293
knn,0.01102127
knn,0.01127983
knn,0.00809522
knn,0.01168125
knn,0.00877045
knn,0.01700906
knn,0.01307096
knn,0.01128983
knn,0.01527425
knn,0.0180527
knn,0.00635688
knn,0.01134474
knn,0.00930234
knn,0.01065533
knn,0.01215884
knn,0.00455315
knn,0.01255587
knn,0.0098993
knn,0.00959856
knn,0.01466033
knn,0.00808557
knn,0.01146461
knn,0.01220752
knn,0.01113753
knn,0.01391444
knn,0.01662152
knn,0.0075442
knn,0.0108222
knn,0.01190847
knn,0.01224527
knn,0.01179845
knn,0.01537454
knn,0.00942096
knn,0.006746
knn,0.00863951
knn,0.0127911
knn,0.01125638
knn,0.01091812
knn,0.01685119
knn,0.01352514
knn,0.0101713
knn,0.01149366
knn,0.01156046
knn,0.00894832
knn,0.00993443
knn,0.01110848
knn,0.01154963
knn,0.01072804
knn,0.01078967
knn,0.01288915
knn,0.01383237
knn,0.00841625
knn,0.01104126
knn,0.01105507
knn,0.01097082
knn,0.01314059
knn,0.01199461
knn,0.00697047
knn,0.01130905
knn,0.00941894
knn,0.01010572
knn,0.00970364
knn,0.01257038
knn,0.00854265
knn,0.01195607
knn,0.01496308
knn,0.00743009
knn,0.0072181
knn,0.01418432
knn,0.01498692
knn,0.0156249
knn,0.01088345
knn,0.01067568
knn,0.00819858
knn,0.01313129
knn,0.01317897
knn,0.01309048
knn,0.01279556
knn,0.01175561
knn,0.00735463
knn,0.01474094
knn,0.00886045
knn,0.00776233
knn,0.01242297
knn,0.01504155
knn,0.01129265
knn,0.00821811
knn,0.00798402
knn,0.00392562
knn,0.0124409
knn,0.01026441
knn,0.0157391
knn,0.00827741
knn,0.00665388
knn,0.01550039
knn,0.0135387
knn,0.01321567
knn,0.00795525
knn,0.01400111
knn,0.00770868
knn,0.01786726
knn,0.0105445
knn,0.00888658
knn,0.01556674
knn,0.00892174
knn,0.0170539
knn,0.00668393
knn,0.01505863
knn,0.01646752
knn,0.0121895
knn,0.01140077
knn,0.01364244
knn,0.01165197
knn,0.01309127
knn,0.01407338
knn,0.01030519
knn,0.00668039
knn,0.01280504
knn,0.0101654
knn,0.01347289
knn,0.0110802
knn,0.01563986
knn,0.01168123
knn,0.01207235
knn,0.01185132
knn,0.00737662
knn,0.01433113
knn,0.00944984
knn,0.0088855
knn,0.01266059
knn,0.0083203
knn,0.01587509
knn,0.0102903
knn,0.01164318
knn,0.00460766
knn,0.01067296
knn,0.01511392
knn,0.01621949
knn,0.01125884
knn,0.00648706
knn,0.0101209
knn,0.01838682
knn,0.01743049
knn,0.00956126
knn,0.00733543
knn,0.01348892
knn,0.01621308
knn,0.01134583
knn,0.01548837
knn,0.0081407
knn,0.01060512
knn,0.00925102
knn,0.00623274
knn,0.01507296
knn,0.00745085
knn,0.01401571
knn,0.01125824
knn,0.00784636
knn,0.01032628
knn,0.01270171
knn,0.01096108
knn,0.01282036
knn,0.01204515
knn,0.01267424
knn,0.01215586
knn,0.01106369
knn,0.0127011
knn,0.01140035
knn,0.01244784
knn,0.01328459
knn,0.01595971
knn,0.01078906
knn,0.01237241
knn,0.01319339
knn,0.01574869
knn,0.01326777
knn,0.00917249
knn,0.00789649
knn,0.01082046
knn,0.0090481
knn,0.01277607
knn,0.01124475
knn,0.01334827
knn,0.00788378
knn,0.01224581
knn,0.01107623
knn,0.00921568
knn,0.01312368
knn,0.01146887
knn,0.01536821
knn,0.01370391
knn,0.01107514
knn,0.00962283
knn,0.00966121
knn,0.01326778
knn,0.0122572
knn,0.01627315
knn,0.01368296
knn,0.01108929
knn,0.01498356
knn,0.01596624
knn,0.01041802
knn,0.01162713
knn,0.00909296
knn,0.01807815
knn,0.0075025
knn,0.01433965
knn,0.01236107
knn,0.0080083
knn,0.02000637
knn,0.00920131
knn,0.01257435
knn,0.01192059
knn,0.01528276
knn,0.01393722
knn,0.01435217
knn,0.01265693
knn,0.01485801
knn,0.01326185
knn,0.00614921
knn,0.00767931
knn,0.00903218
knn,0.0089661
knn,0.01492566
knn,0.00790017
knn,0.01048673
knn,0.00866325
knn,0.0055928
knn,0.00898441
knn,0.01172228
knn,0.0118874
knn,0.01185788
knn,0.01462042
knn,0.01399537
knn,0.00862697
knn,0.00956283
knn,0.01490058
knn,0.00673342
knn,0.01100126
knn,0.01037283
knn,0.01204783
knn,0.0112101
knn,0.0155548
knn,0.00935262
knn,0.01369453
knn,0.01281185
knn,0.00432983
knn,0.0166715
knn,0.01128126
knn,0.01444609
knn,0.01063311
knn,0.0098942
knn,0.01711749
knn,0.0115856
knn,0.01390848
knn,0.00481341
knn,0.01493352
knn,0.01244867
knn,0.01414114
knn,0.01107304
knn,0.01080536
knn,0.01062953
knn,0.00545145
knn,0.00532147
knn,0.0124191
knn,0.01133319
knn,0.01043228
knn,0.01641856
knn,0.01198014
knn,0.01048929
knn,0.010698
knn,0.00802778
knn,0.01539212
knn,0.01748039
knn,0.00927788
knn,0.0120663
knn,0.00760383
knn,0.00902559
knn,0.00892652
knn,0.01229421
knn,0.01498965
knn,0.00524491
knn,0.01483931
knn,0.01055402
knn,0.00752813
knn,0.00762969
knn,0.01283848
knn,0.01306511
knn,0.01053057
knn,0.01087173
knn,0.01272047
knn,0.01322936
knn,0.01491041
knn,0.01326482
knn,0.01353092
knn,0.01311676
knn,0.01636529
knn,0.00856498
knn,0.01244237
knn,0.0090535
knn,0.00903479
knn,0.01092049
knn,0.01051221
knn,0.0114309
knn,0.01603358
knn,0.01207764
knn,0.01206083
knn,0.01059697
knn,0.01374577
knn,0.01094353
knn,0.0103728
knn,0.0119924
knn,0.0152301
knn,0.01417767
knn,0.00624564
knn,0.01283995
knn,0.00851721
knn,0.01017967
knn,0.01407945
knn,0.01010064
knn,0.00749641
knn,0.01248971
knn,0.00999517
knn,0.0120259
knn,0.00958308
knn,0.01199576
knn,0.01183502
knn,0.01357988
knn,0.00937243
knn,0.0103662
knn,0.0096436
knn,0.01057282
knn,0.01475848
knn,0.01232319
knn,0.01117899
knn,0.01398981
knn,0.00908573
knn,0.01435329
knn,0.00775966
knn,0.00962403
knn,0.01302809
knn,0.01219545
knn,0.01079026
knn,0.01191681
knn,0.0096484
knn,0.01207953
knn,0.01399558
knn,0.01534111
knn,0.01225897
knn,0.01312013
knn,0.01136664
knn,0.01301129
knn,0.00703596
knn,0.01206658
knn,0.00894275
knn,0.0089174
knn,0.00596397
knn,0.01011055
knn,0.01061106
knn,0.01058437
knn,0.01058567
knn,0.01310702
knn,0.00484154
knn,0.01177701
knn,0.01328258
knn,0.00551975
knn,0.00760541
knn,0.01221788
knn,0.00704897
knn,0.00923122
knn,0.01215043
knn,0.00437585
knn,0.00838422
knn,0.01396524
knn,0.00925952
knn,0.00683157
knn,0.01113846
knn,0.01150468
knn,0.01031164
knn,0.01165971
knn,0.00957003
knn,0.01678438
knn,0.01234873
knn,0.00648097
knn,0.01471466
knn,0.01278152
knn,0.00853247
knn,0.01552181
knn,0.01163308
knn,0.00829693
knn,0.01575442
knn,0.00949583
knn,0.01463016
knn,0.01271352
knn,0.01288652
knn,0.01354331
knn,0.01635772
knn,0.01265943
knn,0.00567748
knn,0.01554447
knn,0.01222301
knn,0.01039084
knn,0.01156807
knn,0.01081
knn,0.0084513
knn,0.00542567
knn,0.01088703
knn,0.01043075
knn,0.02002804
knn,0.0100359
knn,0.01017288
knn,0.01471364
knn,0.01326598
knn,0.01385305
knn,0.00645947
knn,0.00604196
knn,0.00997903
knn,0.01592958
knn,0.0062405
knn,0.01111985
knn,0.01033107
knn,0.01277599
knn,0.00662532
knn,0.01141213
knn,0.00912598
knn,0.01162716
knn,0.01116786
knn,0.01519734
knn,0.01692901
knn,0.00684741
knn,0.01130876
knn,0.00685523
knn,0.01736746
knn,0.01073006
knn,0.01327976
knn,0.00886069
knn,0.01286779
knn,0.00639269
knn,0.00633005
knn,0.00528757
knn,0.00727084
knn,0.01195082
knn,0.01700789
knn,0.01601125
knn,0.01107356
knn,0.00651691
knn,0.0089808
knn,0.0118202
knn,0.00401401
knn,0.01171727
knn,0.01197482
knn,0.0112572
knn,0.01211955
knn,0.00466173
knn,0.01043376
knn,0.00817999
knn,0.01259601
knn,0.00988579
knn,0.01328242
knn,0.01196192
knn,0.01284064
knn,0.00954939
knn,0.00831129
knn,0.01975145
knn,0.0149568
knn,0.01240315
knn,0.00789433
knn,0.00882694
knn,0.01087333
knn,0.01251267
knn,0.01061345
knn,0.01527989
knn,0.00862844
knn,0.01393463
knn,0.00907633
knn,0.01028214
knn,0.00929744
knn,0.0076025
knn,0.01405166
knn,0.01472375
knn,0.00930232
knn,0.00869532
knn,0.01292658
knn,0.01131067
knn,0.01077034
knn,0.01117228
knn,0.0075588
knn,0.00961241
knn,0.00784162
knn,0.00927704
knn,0.01189165
knn,0.00977027
knn,0.01381468
knn,0.01220325
knn,0.01573418
knn,0.00962659
knn,0.00928109
knn,0.01117855
knn,0.00937836
knn,0.01393345
knn,0.01005731
knn,0.01033091
knn,0.01133056
knn,0.01059837
knn,0.01539957
knn,0.01191408
knn,0.0069294
knn,0.00728142
knn,0.00707198
knn,0.00522459
knn,0.00682229
knn,0.00921344
knn,0.01090983
knn,0.01137343
knn,0.01133992
knn,0.01316352
knn,0.01446444
knn,0.00831305
knn,0.00887436
knn,0.00957104
knn,0.0077922
knn,0.01408688
knn,0.00807654
knn,0.00968624
knn,0.01325162
knn,0.01396049
knn,0.01301862
knn,0.00995975
knn,0.0122755
knn,0.01503656
knn,0.0148709
knn,0.00936846
knn,0.00794561
knn,0.01003887
knn,0.01125412
knn,0.01263575
knn,0.01002525
knn,0.01271737
knn,0.01378631
knn,0.01301471
knn,0.01777253
knn,0.00839543
knn,0.00877523
knn,0.01852313
knn,0.00907953
knn,0.00776499
knn,0.00728287
knn,0.01110507
knn,0.01016322
knn,0.01056808
knn,0.01512304
knn,0.01000373
knn,0.01173048
knn,0.01576889
knn,0.01471162
knn,0.01258731
knn,0.01577545
knn,0.01225632
knn,0.01168485
knn,0.01255561
knn,0.01299395
knn,0.01375264
knn,0.00466664
knn,0.01352276
knn,0.01375953
knn,0.01359918
knn,0.01232313
knn,0.01601457
knn,0.01494589
knn,0.01046945
knn,0.00715386
knn,0.00902273
knn,0.01624065
knn,0.00781434
knn,0.01173695
knn,0.01343925
knn,0.01748047
knn,0.0138271
knn,0.00809198
knn,0.01876714
knn,0.01252592
knn,0.01460123
knn,0.00552219
knn,0.01215077
knn,0.00831425
knn,0.00498602
knn,0.00919889
knn,0.00620853
knn,0.014453
knn,0.01049925
knn,0.00832677
knn,0.00944627
knn,0.01879223
knn,0.01106567
knn,0.00895135
knn,0.01084287
knn,0.00993049
knn,0.01192664
knn,0.00673299
knn,0.01465791
knn,0.01132401
knn,0.00632493
knn,0.00897274
knn,0.00769186
knn,0.01146716
knn,0.01238715
knn,0.01196765
knn,0.01545279
knn,0.00913249
knn,0.01332763
knn,0.01133646
knn,0.01144469
knn,0.01359544
knn,0.01004307
knn,0.01010273
knn,0.00654146
knn,0.01506671
knn,0.01547233
knn,0.01013918
knn,0.01016951
knn,0.01335158
knn,0.01267497
knn,0.00647472
knn,0.01625206
knn,0.01134672
knn,0.00799867
knn,0.00909595
knn,0.00705419
knn,0.00987353
knn,0.01050001
knn,0.01439302
knn,0.01195226
knn,0.01134031
knn,0.0097638
knn,0.01503313
knn,0.01383092
knn,0.01465426
knn,0.01338149
knn,0.00921588
knn,0.01290453
knn,0.00890756
knn,0.01056706
knn,0.01419983
knn,0.01616719
knn,0.01101702
knn,0.01301142
knn,0.01717273
knn,0.00939198
knn,0.00901991
knn,0.00724417
knn,0.01552995
knn,0.00900274
knn,0.01251443
knn,0.01268259
knn,0.01451202
knn,0.01580347
knn,0.0065843
knn,0.01035221
knn,0.01011699
knn,0.00526718
knn,0.0165902
knn,0.01363925
knn,0.01351352
knn,0.01048933
knn,0.0160765
knn,0.0130827
knn,0.01186207
knn,0.01284353
knn,0.01101693
knn,0.00764043
knn,0.01101014
knn,0.00985479
knn,0.01223284
knn,0.01577702
knn,0.01036476
knn,0.00972803
knn,0.01533191
knn,0.00577808
knn,0.0124093
knn,0.01039649
knn,0.00367195
knn,0.00942974
knn,0.01431699
knn,0.00937239
knn,0.01433139
knn,0.00618152
knn,0.00930035
knn,0.01478506
knn,0.01162675
knn,0.00899292
knn,0.01096695
knn,0.01229203
knn,0.00846649
knn,0.00959497
knn,0.01278388
knn,0.0111766
knn,0.0166719
knn,0.01283589
knn,0.00867625
knn,0.0123029
knn,0.01068286
knn,0.0082397
knn,0.0108489
knn,0.00579716
knn,0.01496819
knn,0.00961728
knn,0.00694875
knn,0.01195467
knn,0.00616569
knn,0.01249443
knn,0.0139021
knn,0.01395335
knn,0.00715415
knn,0.00828583
knn,0.01278283
knn,0.01670954
knn,0.00912184
knn,0.01313339
knn,0.00824102
knn,0.01446456
knn,0.01419565
knn,0.0122141
knn,0.01502292
knn,0.01016433
knn,0.00471162
knn,0.0075742
knn,0.00681169
knn,0.00851897
knn,0.01418954
knn,0.01088122
knn,0.01652579
knn,0.01631145
knn,0.01005471
knn,0.01243903
knn,0.01207656
knn,0.01281185
knn,0.01261909
knn,0.01595052
knn,0.01370973
knn,0.01336275
knn,0.010941
knn,0.01134798
knn,0.00929403
knn,0.01275144
knn,0.00814951
knn,0.01006803
knn,0.01165833
knn,0.00819588
knn,0.00730657
knn,0.01012858
knn,0.01025537
knn,0.0113305
knn,0.01499534
knn,0.01226172
knn,0.00572181
knn,0.00429356
knn,0.0086868
knn,0.00647577
knn,0.00881973
knn,0.00984517
knn,0.01655062
knn,0.01330312
knn,0.01251744
knn,0.01094953
knn,0.01021839
knn,0.0109712
knn,0.01151521
knn,0.01033311
knn,0.01426609
knn,0.00676282
knn,0.00745354
knn,0.01197541
knn,0.0118087
knn,0.01422018
knn,0.01322706
knn,0.0155166
knn,0.00642279
knn,0.01444192
knn,0.00913861
knn,0.00880495
knn,0.01152225
knn,0.00987671
knn,0.01086186
knn,0.01465789
knn,0.01138944
knn,0.01068427
knn,0.01641959
knn,0.01036285
knn,0.01107448
knn,0.00923796
knn,0.01053612
knn,0.01824325
knn,0.00565934
knn,0.00993596
knn,0.00820753
knn,0.01266177
knn,0.01235704
knn,0.00905937
knn,0.01223957
knn,0.01809883
knn,0.01152413
knn,0.00476537
knn,0.00772909
knn,0.01062321
knn,0.01020591
knn,0.00681758
knn,0.01133227
knn,0.00573365
knn,0.01055556
knn,0.01016026
knn,0.01097728
knn,0.01067578
knn,0.01358604
knn,0.00909165
knn,0.01147856
knn,0.01381035
knn,0.00893799
knn,0.00695026
knn,0.00890028
knn,0.00920495
knn,0.01044544
knn,0.01051502
knn,0.00611866
knn,0.01428907
knn,0.01082915
knn,0.00481305
knn,0.01442709
knn,0.01385247
knn,0.00629312
knn,0.00834185
knn,0.00930289
knn,0.01140471
knn,0.01400059
knn,0.01245038
knn,0.01354412
knn,0.01129823
knn,0.01309028
knn,0.01513105
knn,0.00978029
knn,0.0156665
knn,0.01293251
knn,0.01373854
knn,0.00787896
knn,0.01309209
knn,0.01130702
knn,0.01363599
knn,0.0139529
knn,0.01228417
knn,0.01134801
knn,0.00488305
knn,0.01691839
knn,0.01155007
knn,0.01374228
knn,0.00652254
knn,0.01192169
knn,0.00666989
knn,0.01345819
knn,0.0119147
knn,0.00812747
knn,0.01726078
knn,0.01065178
knn,0.00826988
knn,0.01247667
knn,0.01206991
knn,0.01108147
knn,0.01695324
knn,0.0143963
knn,0.01191404
knn,0.00892727
knn,0.012161
knn,0.00907305
knn,0.00488109
knn,0.01078317
knn,0.00942948
knn,0.01225925
knn,0.01325844
knn,0.0186917
knn,0.01039405
knn,0.01237254
knn,0.00888795
knn,0.01088924
